store_id,survival_days,status,country,max_segment,creation_platform,products_created,admin_visits,source,seller_probability,tx,gmv_usd
-8228876342278798108,110,1,C,B,A,-0.06742984243128007,0.7480153809345662,H,0.2380681327156065,-0.06546510316719736,-0.0833347765190655
6125076805858921636,72,1,A,C,A,-0.058947370996955524,0.020021019133970832,D,-0.6769207329640997,-0.11077719784484988,-0.10646262373791036
-8086778362641144783,48,1,C,C,B,-0.10135972816857834,-0.9809712283418479,H,-0.5966355869054131,-0.11077719784484988,-0.10646262373791036
-6547317512706079922,250,0,A,C,A,-0.07379169600702351,-0.5259747522164757,E,-0.6293605105706387,-0.11077719784484988,-0.10646262373791036
-8243624816082422999,47,1,C,B,A,-0.06460235195317189,-0.4804751046039385,F,-0.6581584433960371,-0.09944917417543676,-0.10295193513443444
-7959419011126278649,200,0,C,D,A,-0.10277347340763243,-0.9354715807293108,I,-0.7327712693527514,-0.11077719784484988,-0.10646262373791036
7815076944813357632,200,0,D,C,A,0.1856305553594028,-0.3894758093788641,E,1.5701906920480544,-0.09944917417543676,-0.10554344006639216
-7926515317071920592,260,1,A,C,A,-0.11054907222242996,-1.1174701711794597,A,-0.7401889187168692,-0.11077719784484988,-0.10646262373791036
5678721137609181317,199,0,C,D,A,-0.03562057455256296,0.702515733322029,A,-0.5652196601867965,-0.05413707949778423,-0.0680703973546279
-6472603749715566655,50,1,A,C,A,-0.10630783650526766,-1.0719705235669224,D,-0.7401889187168692,-0.11077719784484988,-0.10646262373791036
9202610834871768647,717,0,D,G,A,-0.10418721864668652,0.8845143237721779,B,1.7386149658450822,-0.11077719784484988,-0.10646262373791036
8929403045059464616,139,1,C,C,A,-0.11054907222242996,-1.1629698187919968,A,-0.7401889187168692,-0.11077719784484988,-0.10646262373791036
3892601237158380341,581,0,A,A,A,-0.11054907222242996,-0.8444722855042363,A,1.838535066102904,-0.11077719784484988,-0.10646262373791036
-5436746135759476544,162,1,A,B,A,-0.09853223769047016,-0.20747721892871526,I,0.02251996884065428,-0.08812115050602362,-0.10619181048415123
-5402306708307527518,50,1,A,C,A,-0.10630783650526766,-0.3439761617663269,D,-0.7633145314402953,-0.11077719784484988,-0.10646262373791036
7583082033191051986,259,1,C,C,A,-0.05611988051884733,-0.02547862847856638,D,-0.7279716138818515,-0.11077719784484988,-0.10646262373791036
-3413790807827313949,619,1,C,B,A,-0.05824049837742847,0.9300139713847152,A,-0.37366977366634296,-0.11077719784484988,-0.10646262373791036
1188136264109624236,137,0,C,C,A,-0.10913532698337586,-1.026470875954385,I,-0.7231719584109518,-0.11077719784484988,-0.10646262373791036
-4531318924588511555,49,1,C,C,D,-0.0752054412460776,-0.16197757131617802,D,-0.6969920194787714,-0.11077719784484988,-0.10646262373791036
7472174631625069408,9,1,C,C,A,-0.09570474721236197,-0.7079733426666246,C,-0.6376508245658291,-0.11077719784484988,-0.10646262373791036
-4747282259341028245,140,1,A,C,A,-0.0271381031182384,-0.7534729902791618,E,-0.6865200439058993,-0.11077719784484988,-0.10646262373791036
-8892577458249121857,269,0,A,B,A,-0.005931924532426984,0.702515733322029,E,1.2590857510706437,-0.06546510316719736,-0.06307913118133017
-1682867670788833601,60,1,A,B,B,-0.0723779507679694,-0.5714743998290129,I,-0.3645067950400799,-0.09944917417543676,-0.1008190336686965
-5351728300672725673,64,1,C,C,A,-0.05965424361648256,0.38401820003426856,A,-0.7157543090468341,-0.11077719784484988,-0.10646262373791036
6603448541365083394,287,0,C,B,A,3.095825129952256,2.5225016378235177,F,1.129931385671887,-0.07679312683661049,-0.06344087443270187
-6608419340262790400,293,0,A,B,A,0.008205527858113956,-1.0719705235669224,B,-0.6961193548476987,-0.11077719784484988,-0.10646262373791036
8326172541443845673,30,1,A,C,A,-0.08227416744134806,-0.02547862847856638,E,-0.6943740255855534,-0.11077719784484988,-0.10646262373791036
9107914234903435867,44,1,C,C,A,-0.10701470912479473,-0.6169740474415502,A,-0.6441958092988742,-0.11077719784484988,-0.10646262373791036
-2558267142114334474,161,0,A,C,A,-0.09146351149519967,-0.2984765141537897,A,-0.6804113914883905,-0.11077719784484988,-0.10646262373791036
2598630537950931773,142,0,C,B,A,-0.07732605910465874,2.7954995234987408,H,-0.5560566815605333,-0.07679312683661049,-0.09204033542092814
7037610123811340635,1,0,C,C,B,-0.111255944841957,-1.2539691140170712,B,-0.7401889187168692,-0.11077719784484988,-0.10646262373791036
5348740089949618160,2,1,C,C,A,-0.11054907222242996,-1.2539691140170712,H,-0.7432432449256234,-0.11077719784484988,-0.10646262373791036
3009133657846208732,0,1,A,C,A,-0.111255944841957,-1.208469466404534,I,-0.6817203884349995,-0.11077719784484988,-0.10646262373791036
-4558770594450784717,50,1,C,C,A,0.008912400477641006,0.7480153809345662,A,-0.7375709248236508,-0.11077719784484988,-0.10646262373791036
-7928984475119853211,230,1,A,C,A,-0.096411619831889,-0.4804751046039385,E,-0.6424504800367289,-0.11077719784484988,-0.10646262373791036
-6160479599318750826,403,1,C,B,A,-0.0723779507679694,0.15651996197158247,G,-0.5023878067495635,-0.07679312683661049,-0.08116234027175691
2598365045552345206,105,0,A,C,A,0.06122097432264249,-1.026470875954385,B,-0.7222992937798791,-0.11077719784484988,-0.10646262373791036
5795662004217146079,634,0,C,D,B,-0.09287725673425376,0.15651996197158247,A,-0.3963590540742326,-0.08812115050602362,-0.06212831968455545
2174352022405286480,231,0,A,C,A,0.006791782619059864,-0.1164779237036408,A,-0.7445522418722326,-0.11077719784484988,-0.10646262373791036
347005756610515321,123,1,C,C,A,0.0329460695415606,0.11102031435904526,D,-0.31694657264661863,-0.05413707949778423,-0.0717787598659572
6171374572239432697,440,0,A,B,A,0.07959966243034572,-0.3439761617663269,H,-0.3614524688313256,-0.09944917417543676,-0.09957171131014173
5049465572627423842,51,1,C,C,A,-0.08792914839756445,-0.5714743998290129,F,-0.5316220718904984,-0.08812115050602362,-0.10311205099979563
-1519325123276292091,175,1,C,C,A,-0.10489409126621356,-0.3439761617663269,B,-0.5451483736721249,-0.11077719784484988,-0.10646262373791036
-7906114540086343895,733,0,C,B,B,0.2570246899316345,0.2930189048091941,K,0.3947114339931528,-0.08812115050602362,-0.07298061722570573
2667965206154664177,216,0,C,D,A,-0.111255944841957,-1.1629698187919968,A,-0.7729138423820947,-0.11077719784484988,-0.10646262373791036
1813382133501778586,107,1,A,C,A,-0.10348034602715947,-1.1174701711794597,E,-0.6747390713864181,-0.11077719784484988,-0.10646262373791036
8638064394817674006,192,0,C,C,A,-0.1020666007881054,-0.3894758093788641,E,-0.7563332143917137,-0.11077719784484988,-0.10646262373791036
6239740145112062709,469,1,A,C,D,-0.10701470912479473,-1.208469466404534,D,-0.7572058790227865,-0.11077719784484988,-0.10646262373791036
-5321945139670679184,31,1,C,C,A,0.05910035646406135,-0.7079733426666246,B,-0.5883452729102225,-0.11077719784484988,-0.10646262373791036
-7142371364250376847,272,1,A,C,A,-0.10630783650526766,-0.8899719331167735,D,-0.6577221110805008,-0.11077719784484988,-0.10646262373791036
-7242157472213450991,177,0,A,C,A,-0.10984219960290292,-1.1174701711794597,F,-0.6053622332161399,-0.11077719784484988,-0.10646262373791036
-7187400859013904684,70,1,A,D,B,-0.09499787459283493,0.47501749525934295,I,1.9467454803559163,0.17242339389047834,0.02949946682271937
6062794965531232998,174,0,C,A,B,0.2605590530292698,1.2940111522850128,A,1.5575370548975005,0.11578327554341272,0.11703540343742935
